"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Population
	"3 years"	"3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1167676
	"3 years"	"3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	338776
	"3 years"	"3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	353476
	"3 years"	"3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1103745
	"3 years"	"3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1163401
	"3 years"	"3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	360111
	"3 years"	"3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	378657
	"3 years"	"3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1100110
	"3 years"	"3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1157993
	"3 years"	"3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	393849
	"3 years"	"3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	410579
	"3 years"	"3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1120719
	"3 years"	"3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1174759
	"3 years"	"3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	401291
	"3 years"	"3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	416958
	"3 years"	"3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1089475
	"3 years"	"3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1143823
	"3 years"	"3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	408591
	"3 years"	"3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	424942
	"3 years"	"3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1088393
	"3 years"	"3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1144097
	"3 years"	"3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	416410
	"3 years"	"3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	432470
	"3 years"	"3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1089347
	"3 years"	"3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1144833
	"3 years"	"3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	421406
	"3 years"	"3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	439444
	"3 years"	"3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1066231
	"3 years"	"3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1120373
	"3 years"	"3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	434207
	"3 years"	"3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	450891
	"3 years"	"3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1060236
	"3 years"	"3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1114763
	"3 years"	"3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	449045
	"3 years"	"3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	467200
	"3 years"	"3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1066487
	"3 years"	"3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1120229
	"3 years"	"3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	449238
	"3 years"	"3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	469121
	"3 years"	"3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1056626
	"3 years"	"3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1107312
	"3 years"	"3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	436848
	"3 years"	"3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	453615
	"3 years"	"3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1024578
	"3 years"	"3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1074229
	"3 years"	"3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	446038
	"3 years"	"3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	462253
	"3 years"	"3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1019039
	"3 years"	"3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1069169
	"3 years"	"3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	454363
	"3 years"	"3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	472183
	"3 years"	"3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1016207
	"3 years"	"3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1070886
	"3 years"	"3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	441460
	"3 years"	"3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	457548
	"3 years"	"3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1010377
	"3 years"	"3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1062458
	"3 years"	"3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	439655
	"3 years"	"3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	455663
	"3 years"	"3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1008587
	"3 years"	"3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1060018
	"4 years"	"4"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	331264
	"4 years"	"4"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	346137
	"4 years"	"4"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1150373
	"4 years"	"4"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1215207
	"4 years"	"4"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	330476
	"4 years"	"4"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	346302
	"4 years"	"4"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1121784
	"4 years"	"4"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1178816
	"4 years"	"4"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	334310
	"4 years"	"4"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	351094
	"4 years"	"4"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1107123
	"4 years"	"4"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1166582
	"4 years"	"4"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	341092
	"4 years"	"4"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	356354
	"4 years"	"4"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1102806
	"4 years"	"4"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1163341
	"4 years"	"4"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	362388
	"4 years"	"4"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	381678
	"4 years"	"4"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1099880
	"4 years"	"4"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1159039
	"4 years"	"4"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	396664
	"4 years"	"4"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	414350
	"4 years"	"4"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1121499
	"4 years"	"4"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1177149
	"4 years"	"4"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	404853
	"4 years"	"4"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	421588
	"4 years"	"4"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1091094
	"4 years"	"4"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1147483
	"4 years"	"4"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	412529
	"4 years"	"4"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	430125
	"4 years"	"4"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1090869
	"4 years"	"4"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1148911
	"4 years"	"4"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	420924
	"4 years"	"4"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	438377
	"4 years"	"4"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1092698
	"4 years"	"4"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1150857
	"4 years"	"4"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	426358
	"4 years"	"4"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	445953
	"4 years"	"4"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1070330
	"4 years"	"4"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1127437
	"4 years"	"4"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	439782
	"4 years"	"4"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	458704
	"4 years"	"4"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1067609
	"4 years"	"4"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1124934
	"4 years"	"4"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	450900
	"4 years"	"4"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	468829
	"4 years"	"4"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1067252
	"4 years"	"4"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1120980
	"4 years"	"4"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	450876
	"4 years"	"4"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	470524
	"4 years"	"4"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1057438
	"4 years"	"4"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1108001
	"4 years"	"4"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	438610
	"4 years"	"4"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	455203
	"4 years"	"4"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1025528
	"4 years"	"4"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1074994
	"4 years"	"4"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	448029
	"4 years"	"4"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	464106
	"4 years"	"4"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1020154
	"4 years"	"4"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1070030
	"4 years"	"4"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	456399
	"4 years"	"4"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	474092
	"4 years"	"4"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1017264
	"4 years"	"4"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1071874
	"4 years"	"4"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	443541
	"4 years"	"4"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	459527
	"4 years"	"4"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1011507
	"4 years"	"4"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1063405
	"5 years"	"5"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	331081
	"5 years"	"5"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	346722
	"5 years"	"5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1170448
	"5 years"	"5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1237356
	"5 years"	"5"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	333530
	"5 years"	"5"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	348702
	"5 years"	"5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1148762
	"5 years"	"5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1213382
	"5 years"	"5"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	332598
	"5 years"	"5"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	348840
	"5 years"	"5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1121048
	"5 years"	"5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1177689
	"5 years"	"5"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	336058
	"5 years"	"5"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	353236
	"5 years"	"5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1107066
	"5 years"	"5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1166000
	"5 years"	"5"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	342579
	"5 years"	"5"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	358375
	"5 years"	"5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1103529
	"5 years"	"5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1163389
	"5 years"	"5"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	364050
	"5 years"	"5"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	384038
	"5 years"	"5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1101529
	"5 years"	"5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1159896
	"5 years"	"5"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	398599
	"5 years"	"5"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	417044
	"5 years"	"5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1124080
	"5 years"	"5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1178809
	"5 years"	"5"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	406739
	"5 years"	"5"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	424325
	"5 years"	"5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1094534
	"5 years"	"5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1149738
	"5 years"	"5"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	414592
	"5 years"	"5"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	433016
	"5 years"	"5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1095209
	"5 years"	"5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1151980
	"5 years"	"5"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	422982
	"5 years"	"5"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	441349
	"5 years"	"5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1097849
	"5 years"	"5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1154525
	"5 years"	"5"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	429803
	"5 years"	"5"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	449620
	"5 years"	"5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1076494
	"5 years"	"5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1131643
	"5 years"	"5"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	441649
	"5 years"	"5"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	460524
	"5 years"	"5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1068332
	"5 years"	"5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1125588
	"5 years"	"5"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	452602
	"5 years"	"5"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	470372
	"5 years"	"5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1067930
	"5 years"	"5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1121630
	"5 years"	"5"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	452656
	"5 years"	"5"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	472072
	"5 years"	"5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1058252
	"5 years"	"5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1108769
	"5 years"	"5"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	440675
	"5 years"	"5"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	457068
	"5 years"	"5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1026540
	"5 years"	"5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1075834
	"5 years"	"5"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	450098
	"5 years"	"5"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	466040
	"5 years"	"5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1021190
	"5 years"	"5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1070957
	"5 years"	"5"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	458454
	"5 years"	"5"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	476116
	"5 years"	"5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1018325
	"5 years"	"5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1072732
	"6 years"	"6"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	328162
	"6 years"	"6"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	342992
	"6 years"	"6"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1182140
	"6 years"	"6"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1248788
	"6 years"	"6"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	332919
	"6 years"	"6"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	348516
	"6 years"	"6"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1167831
	"6 years"	"6"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1234617
	"6 years"	"6"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	334984
	"6 years"	"6"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	349907
	"6 years"	"6"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1145656
	"6 years"	"6"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1210109
	"6 years"	"6"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	333440
	"6 years"	"6"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	349243
	"6 years"	"6"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	1117379
	"6 years"	"6"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	1173836
	"6 years"	"6"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	336385
	"6 years"	"6"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	352941
