Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
1990,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,378303,65,150,nation
1990,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,665.6915512244,65,150,nation
1990,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,591953,65,150,nation
1990,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,667.879928452117,65,150,nation
1990,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,559495,65,150,nation
1990,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,692.728750183691,65,150,nation
1990,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,803140,65,150,nation
1990,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,662.322855533996,65,150,nation
1990,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,449004,65,150,nation
1990,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,673.161511193613,65,150,nation
1990,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,277607,65,150,nation
1990,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,688.068545507212,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,680620,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,657.07043767468,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,536008,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,686.20841741267,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,313123,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,703.746986769598,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,560189,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,662.294504710658,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,524057,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,672.982602409625,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,445505,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,698.826028137172,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,202186,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,694.646113151234,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,353423,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,682.939056845229,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,974142,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,670.195531584753,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,236915,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,676.820219280127,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,470943,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,678.808654046808,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,821893,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,674.690603607755,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1529751,65,150,nation
1990,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,670.87069847789,65,150,nation
1990,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,376,65,150,nation
1990,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,414.518043306907,65,150,nation
1990,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1005,65,150,nation
1990,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,452.066194142382,65,150,nation
1990,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2274,65,150,nation
1990,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,469.636322185689,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,753,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,315.465263170859,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1130,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,442.565263430623,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1772,65,150,nation
1990,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,578.467106182143,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,790,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,401.442258775522,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,1006,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,417.789297903264,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,1859,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,515.081896005492,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,605,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,411.217677705537,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,916,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,410.985397495346,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,2134,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,499.094780057082,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,203,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,475.246405607349,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,992,65,150,nation
1990,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,496.004699563062,65,150,nation
